name,V,E,upper_bound,method,cache,width,incremental,symmetry,pairwise,variables,clauses,solver,status,span,encoding_time,total_solving_time,time_used,memory_usage
GEOM50.col,50,127,36,X,,fixed-width,,False,True,2993,13155.0,Kissat,OPTIMAL,28,0.0333741,0.0673104,0.100684,47.86328
GEOM50a.col,50,238,61,X,,fixed-width,,False,True,6250,41693.0,Kissat,OPTIMAL,50,0.0985238,0.632106,0.730629,65.55469
GEOM50b.col,50,249,54,X,,fixed-width,,False,True,4050,26370.0,Kissat,OPTIMAL,35,0.134833,0.249259,0.384092,58.73438
GEOM60.col,60,185,36,X,,fixed-width,,False,True,4620,23216.0,Kissat,OPTIMAL,33,0.0227529,0.0388804,0.0616333,45.56641
GEOM60a.col,60,339,61,X,,fixed-width,,False,True,7500,55541.0,Kissat,OPTIMAL,50,0.134409,0.720054,0.854463,67.73828
GEOM60b.col,60,366,63,X,,fixed-width,,False,True,6000,45037.0,Kissat,OPTIMAL,41,0.254112,1.39098,1.64509,68.05469
GEOM70.col,70,267,44,X,,fixed-width,,False,True,6580,36435.0,Kissat,OPTIMAL,38,0.0533736,0.107902,0.161275,54.90234
GEOM70a.col,70,459,72,X,,fixed-width,,False,True,10780,89401.0,Kissat,OPTIMAL,61,0.223416,5.18653,5.40994,75.39062
GEOM70b.col,70,488,76,X,,fixed-width,,False,True,8330,67255.0,Kissat,OPTIMAL,47,0.507505,2.93159,3.43909,73.72266
GEOM80.col,80,349,54,X,,fixed-width,,False,True,8000,49315.0,Kissat,OPTIMAL,41,0.149761,0.223311,0.373072,65.26953
GEOM80a.col,80,612,79,X,,fixed-width,,False,True,12640,116511.0,Kissat,OPTIMAL,63,0.442984,10.8577,11.3007,82.12109
GEOM80b.col,80,663,98,X,,fixed-width,,False,True,12160,115720.0,Kissat,OPTIMAL,60,1.17879,9.20332,10.3821,83.04688
GEOM90.col,90,441,54,X,,fixed-width,,False,True,9900,65068.0,Kissat,OPTIMAL,46,0.130888,0.265357,0.396244,57.43359
GEOM90a.col,90,789,80,X,,fixed-width,,False,True,14220,143734.0,Kissat,OPTIMAL,63,0.589408,12.2473,12.8367,84.44531
GEOM90b.col,90,860,109,X,,fixed-width,,False,True,15930,170283.0,Kissat,OPTIMAL,69,1.87999,103.351,105.231,95.82031
c21_1_d1.col,21,105,8,X,,fixed-width,,False,True,231,945.0,Kissat,OPTIMAL,7,0.000482797,0.0165069,0.0169897,45.57031
c21_1_d2.col,21,105,8,X,,fixed-width,,False,True,231,945.0,Kissat,OPTIMAL,7,0.000481708,0.0162907,0.0167724,45.57422
c21_2_d1.col,21,105,11,X,,fixed-width,,False,True,315,1914.0,Kissat,OPTIMAL,9,0.001095,0.0142929,0.0153879,45.38672
c21_2_d2.col,21,105,11,X,,fixed-width,,False,True,315,1914.0,Kissat,OPTIMAL,9,0.00110979,0.0130988,0.0142086,45.74219
c21_3_d1.col,21,105,8,X,,fixed-width,,False,True,231,945.0,Kissat,OPTIMAL,7,0.000325259,0.0171117,0.0174369,45.37891
c21_3_d2.col,21,105,8,X,,fixed-width,,False,True,231,945.0,Kissat,OPTIMAL,7,0.000473516,0.0160979,0.0165714,45.26172
c21_4_d1.col,21,105,11,X,,fixed-width,,False,True,315,1914.0,Kissat,OPTIMAL,9,0.00167908,0.0136368,0.0153159,45.875
c21_4_d2.col,21,105,11,X,,fixed-width,,False,True,315,1914.0,Kissat,OPTIMAL,9,0.00164709,0.0137491,0.0153962,45.37891
c21_5_d1.col,21,105,8,X,,fixed-width,,False,True,231,945.0,Kissat,OPTIMAL,7,0.000328997,0.0141753,0.0145043,45.93359
c21_5_d2.col,21,105,8,X,,fixed-width,,False,True,231,945.0,Kissat,OPTIMAL,7,0.000504461,0.0142761,0.0147806,45.38672
c21_6_d1.col,21,105,11,X,,fixed-width,,False,True,315,1914.0,Kissat,OPTIMAL,9,0.00168416,0.0132554,0.0149395,45.37891
c21_6_d2.col,21,105,11,X,,fixed-width,,False,True,315,1914.0,Kissat,OPTIMAL,9,0.00166362,0.013733,0.0153966,45.19922
c21_7_d1.col,21,105,8,X,,fixed-width,,False,True,231,945.0,Kissat,OPTIMAL,7,0.000485281,0.0160163,0.0165016,45.49219
c21_7_d2.col,21,105,8,X,,fixed-width,,False,True,231,945.0,Kissat,OPTIMAL,7,0.000477645,0.0172248,0.0177025,45.32422
c21_8_d1.col,21,105,11,X,,fixed-width,,False,True,315,1914.0,Kissat,OPTIMAL,9,0.00108182,0.0141429,0.0152247,45.32422
c21_8_d2.col,21,105,11,X,,fixed-width,,False,True,315,1914.0,Kissat,OPTIMAL,9,0.00164273,0.0137947,0.0154375,45.875
c55_1_d1.col,55,362,8,X,,fixed-width,,False,True,605,2997.0,Kissat,OPTIMAL,7,0.00143031,0.0224375,0.0238678,45.38672
c55_2_d2.col,55,362,8,X,,fixed-width,,False,True,605,2997.0,Kissat,OPTIMAL,7,0.00142012,0.0198931,0.0213132,45.8125
GEOM100.col,100,547,64,Xa,no-cache,fixed-width,,False,False,29634,158057.0,Cadical,OPTIMAL,50,0.646804,0.882282,1.52909,100.03516
GEOM100a.col,100,992,91,Xa,no-cache,fixed-width,,False,False,57578,349344.0,Cadical,OPTIMAL,66,2.38268,197.969,200.352,167.12109
GEOM100b.col,100,1050,121,Xa,no-cache,fixed-width,,False,False,67192,404875.0,Cadical,OPTIMAL,71,6.16828,131.512,137.68,190.16016
GEOM110.col,110,638,64,Xa,no-cache,fixed-width,,False,False,33760,182314.0,Cadical,OPTIMAL,50,0.750989,1.33968,2.09067,106.66406
GEOM110a.col,110,1207,109,Xa,no-cache,fixed-width,,False,False,70730,439858.0,Cadical,OPTIMAL,69,5.3029,234.054,239.356,195.63672
GEOM110b.col,110,1256,121,Xa,no-cache,fixed-width,,False,False,84304,518845.0,Cadical,OPTIMAL,77,7.0332,707.793,714.827,231.91016
GEOM120.col,120,773,73,Xa,no-cache,fixed-width,,False,False,46936,260024.0,Cadical,OPTIMAL,59,1.03234,3.89053,4.92287,131.08594
GEOM120a.col,120,1434,109,Xa,no-cache,fixed-width,,False,False,101264,630475.0,Cadical,OPTIMAL,82,4.72626,1066.8,1071.53,273.56641
GEOM120b.col,120,1491,123,Xa,no-cache,fixed-width,,False,False,105880,659575.0,Cadical,OPTIMAL,83,7.64178,1559.26,1566.9,299.6875
GEOM20.col,20,20,24,Xa,no-cache,fixed-width,,False,False,1152,3733.0,Cadical,OPTIMAL,21,0.00522431,0.00140752,0.00663183,45.43359
GEOM20a.col,20,37,24,Xa,no-cache,fixed-width,,False,False,1369,5112.0,Cadical,OPTIMAL,20,0.00898275,0.00231108,0.0112938,45.79688
GEOM20b.col,20,32,16,Xa,no-cache,fixed-width,,False,False,784,2768.0,Cadical,OPTIMAL,13,0.00385006,0.00115903,0.00500909,45.42969
GEOM30.col,30,50,33,Xa,no-cache,fixed-width,,False,False,2756,10564.0,Cadical,OPTIMAL,28,0.0214192,0.00641942,0.0278386,45.79297
GEOM30a.col,30,81,32,Xa,no-cache,fixed-width,,False,False,3202,13889.0,Cadical,OPTIMAL,27,0.0286627,0.00953246,0.0381952,45.73438
GEOM30b.col,30,81,27,Xa,no-cache,fixed-width,,False,False,3326,14096.0,Cadical,OPTIMAL,26,0.0138749,0.00313851,0.0170134,45.43359
GEOM40.col,40,78,33,Xa,no-cache,fixed-width,,False,False,3989,15781.0,Cadical,OPTIMAL,28,0.0270062,0.00650041,0.0335066,45.55469
GEOM40a.col,40,146,50,Xa,no-cache,fixed-width,,False,False,7076,33504.0,Cadical,OPTIMAL,37,0.126745,0.0304089,0.157153,59.29297
GEOM40b.col,40,157,40,Xa,no-cache,fixed-width,,False,False,6660,31642.0,Cadical,OPTIMAL,33,0.0694185,0.0421457,0.111564,59.04297
GEOM50.col,50,127,36,Xa,no-cache,fixed-width,,False,False,5641,23747.0,Cadical,OPTIMAL,28,0.0598382,0.0117518,0.0715899,45.37109
GEOM50a.col,50,238,61,Xa,no-cache,fixed-width,,False,False,13138,69245.0,Cadical,OPTIMAL,50,0.218915,0.582628,0.801543,73.79688
GEOM50b.col,50,249,54,Xa,no-cache,fixed-width,,False,False,10258,51202.0,Cadical,OPTIMAL,35,0.290812,0.226821,0.517633,68.08984
GEOM60.col,60,185,36,Xa,no-cache,fixed-width,,False,False,8488,38688.0,Cadical,OPTIMAL,33,0.0447734,0.0129508,0.0577242,45.42969
GEOM60a.col,60,339,61,Xa,no-cache,fixed-width,,False,False,17506,95565.0,Cadical,OPTIMAL,50,0.303359,0.701286,1.00465,80.77344
GEOM60b.col,60,366,63,Xa,no-cache,fixed-width,,False,False,15906,84661.0,Cadical,OPTIMAL,41,0.550509,1.73385,2.28436,81.55469
GEOM70.col,70,267,44,Xa,no-cache,fixed-width,,False,False,13054,62331.0,Cadical,OPTIMAL,38,0.121389,0.054564,0.175953,64.1875
GEOM70a.col,70,459,72,Xa,no-cache,fixed-width,,False,False,27650,156881.0,Cadical,OPTIMAL,61,0.476017,6.20999,6.686,98.60156
GEOM70b.col,70,488,76,Xa,no-cache,fixed-width,,False,False,23752,128943.0,Cadical,OPTIMAL,47,1.12245,3.40788,4.53033,94.38672
GEOM80.col,80,349,54,Xa,no-cache,fixed-width,,False,False,16930,85035.0,Cadical,OPTIMAL,41,0.33817,0.0918819,0.430052,71.57422
GEOM80a.col,80,612,79,Xa,no-cache,fixed-width,,False,False,36870,213431.0,Cadical,OPTIMAL,63,1.00827,10.2837,11.292,117.28906
GEOM80b.col,80,663,98,Xa,no-cache,fixed-width,,False,False,38354,220496.0,Cadical,OPTIMAL,60,2.54239,8.637,11.1794,125.98047
GEOM90.col,90,441,54,Xa,no-cache,fixed-width,,False,False,24358,122900.0,Cadical,OPTIMAL,46,0.294843,0.216545,0.511387,80.71875
GEOM90a.col,90,789,80,Xa,no-cache,fixed-width,,False,False,46412,272502.0,Cadical,OPTIMAL,63,1.2886,11.5082,12.7968,135.16797
GEOM90b.col,90,860,109,Xa,no-cache,fixed-width,,False,False,54272,323651.0,Cadical,OPTIMAL,69,3.94409,51.1695,55.1136,155.48047
c21_1_d1.col,21,105,8,Xa,no-cache,fixed-width,,False,False,231,945.0,Cadical,OPTIMAL,7,0.00115891,0.00372026,0.00487917,45.43359
c21_1_d2.col,21,105,8,Xa,no-cache,fixed-width,,False,False,231,945.0,Cadical,OPTIMAL,7,0.00104003,0.00396379,0.00500382,45.49609
c21_2_d1.col,21,105,11,Xa,no-cache,fixed-width,,False,False,555,2874.0,Cadical,OPTIMAL,9,0.00331885,0.00259916,0.00591801,45.43359
c21_2_d2.col,21,105,11,Xa,no-cache,fixed-width,,False,False,555,2874.0,Cadical,OPTIMAL,9,0.00335262,0.00264826,0.00600088,45.67969
c21_3_d1.col,21,105,8,Xa,no-cache,fixed-width,,False,False,231,945.0,Cadical,OPTIMAL,7,0.00149548,0.00388992,0.0053854,44.92969
c21_3_d2.col,21,105,8,Xa,no-cache,fixed-width,,False,False,231,945.0,Cadical,OPTIMAL,7,0.00127729,0.00388327,0.00516056,45.43359
c21_4_d1.col,21,105,11,Xa,no-cache,fixed-width,,False,False,555,2874.0,Cadical,OPTIMAL,9,0.00439932,0.00359439,0.00799371,45.43359
c21_4_d2.col,21,105,11,Xa,no-cache,fixed-width,,False,False,555,2874.0,Cadical,OPTIMAL,9,0.00334423,0.00261875,0.00596298,45.36719
c21_5_d1.col,21,105,8,Xa,no-cache,fixed-width,,False,False,231,945.0,Cadical,OPTIMAL,7,0.0015187,0.00405118,0.00556988,45.98438
c21_5_d2.col,21,105,8,Xa,no-cache,fixed-width,,False,False,231,945.0,Cadical,OPTIMAL,7,0.00164328,0.00424606,0.00588934,45.43359
c21_6_d1.col,21,105,11,Xa,no-cache,fixed-width,,False,False,555,2874.0,Cadical,OPTIMAL,9,0.00320976,0.00277589,0.00598566,45.36719
c21_6_d2.col,21,105,11,Xa,no-cache,fixed-width,,False,False,555,2874.0,Cadical,OPTIMAL,9,0.00436442,0.0035474,0.00791182,45.37109
c21_7_d1.col,21,105,8,Xa,no-cache,fixed-width,,False,False,231,945.0,Cadical,OPTIMAL,7,0.00168657,0.00534498,0.00703155,45.48047
c21_7_d2.col,21,105,8,Xa,no-cache,fixed-width,,False,False,231,945.0,Cadical,OPTIMAL,7,0.00130391,0.00378302,0.00508693,45.43359
c21_8_d1.col,21,105,11,Xa,no-cache,fixed-width,,False,False,555,2874.0,Cadical,OPTIMAL,9,0.00438221,0.00418993,0.00857214,44.80859
c21_8_d2.col,21,105,11,Xa,no-cache,fixed-width,,False,False,555,2874.0,Cadical,OPTIMAL,9,0.00351549,0.00267125,0.00618674,45.37109
c55_1_d1.col,55,362,8,Xa,no-cache,fixed-width,,False,False,605,2997.0,Cadical,OPTIMAL,7,0.00413158,0.00365236,0.00778394,45.37109
c55_2_d2.col,55,362,8,Xa,no-cache,fixed-width,,False,False,605,2997.0,Cadical,OPTIMAL,7,0.00418699,0.00375154,0.00793852,45.43359
GEOM100.col,100,547,64,Xa,cache,fixed-width,x,False,False,30742,177153.0,Cadical,OPTIMAL,50,0.0539316,0.935527,0.989459,90.17188
GEOM100a.col,100,992,91,Xa,cache,fixed-width,x,False,False,48466,368186.0,Cadical,OPTIMAL,66,0.119938,127.174,127.294,149.95703
GEOM100b.col,100,1050,121,Xa,cache,fixed-width,x,False,False,64760,511094.0,Cadical,OPTIMAL,71,0.166141,147.141,147.307,152.45703
GEOM110.col,110,638,64,Xa,cache,fixed-width,x,False,False,34312,201898.0,Cadical,OPTIMAL,50,0.0631188,1.05032,1.11344,94.79688
GEOM110a.col,110,1207,109,Xa,cache,fixed-width,x,False,False,64641,521918.0,Cadical,OPTIMAL,69,0.202172,197.014,197.217,171.47266
GEOM110b.col,110,1256,121,Xa,cache,fixed-width,x,False,False,72093,592656.0,Cadical,OPTIMAL,77,0.214545,909.787,910.002,200.32422
GEOM120.col,120,773,73,Xa,cache,fixed-width,x,False,False,43913,269472.0,Cadical,OPTIMAL,59,0.0994925,2.98597,3.08546,113.64062
GEOM120a.col,120,1434,109,Xa,cache,fixed-width,x,False,False,71390,602236.0,Cadical,OPTIMAL,82,0.208365,882.572,882.78,221.83203
GEOM120b.col,120,1491,123,Xa,cache,fixed-width,x,False,False,80468,695966.0,Cadical,SATISFIABLE,83,0.235105,3599.77,3600.0,259.76562
GEOM20.col,20,20,24,Xa,cache,fixed-width,x,False,False,1341,4531.0,Cadical,OPTIMAL,21,0.00133388,0.00120141,0.00253529,45.47656
GEOM20a.col,20,37,24,Xa,cache,fixed-width,x,False,False,1596,6322.0,Cadical,OPTIMAL,20,0.00272716,0.00233298,0.00506013,45.90234
GEOM20b.col,20,32,16,Xa,cache,fixed-width,x,False,False,1006,3709.0,Cadical,OPTIMAL,13,0.00149869,0.0011765,0.00267518,45.96094
GEOM30.col,30,50,33,Xa,cache,fixed-width,x,False,False,3229,12879.0,Cadical,OPTIMAL,28,0.00548392,0.00613904,0.011623,45.77344
GEOM30a.col,30,81,32,Xa,cache,fixed-width,x,False,False,3577,16217.0,Cadical,OPTIMAL,27,0.00642956,0.00411866,0.0105482,45.41406
GEOM30b.col,30,81,27,Xa,cache,fixed-width,x,False,False,3201,13641.0,Cadical,OPTIMAL,26,0.00450848,0.00205897,0.00656746,46.21484
GEOM40.col,40,78,33,Xa,cache,fixed-width,x,False,False,4605,18959.0,Cadical,OPTIMAL,28,0.00703201,0.00579748,0.0128295,45.47266
GEOM40a.col,40,146,50,Xa,cache,fixed-width,x,False,False,8208,42032.0,Cadical,OPTIMAL,37,0.0172812,0.0444189,0.0617001,45.90234
GEOM40b.col,40,157,40,Xa,cache,fixed-width,x,False,False,6772,34131.0,Cadical,OPTIMAL,33,0.0115986,0.0340393,0.0456379,46.02734
GEOM50.col,50,127,36,Xa,cache,fixed-width,x,False,False,6900,30328.0,Cadical,OPTIMAL,28,0.0137849,0.0155663,0.0293512,45.90234
GEOM50a.col,50,238,61,Xa,cache,fixed-width,x,False,False,13603,76601.0,Cadical,OPTIMAL,50,0.0238471,0.476713,0.50056,69.15625
GEOM50b.col,50,249,54,Xa,cache,fixed-width,x,False,False,12618,69026.0,Cadical,OPTIMAL,35,0.0210365,0.166823,0.187859,65.12109
GEOM60.col,60,185,36,Xa,cache,fixed-width,x,False,False,8856,40768.0,Cadical,OPTIMAL,33,0.0168089,0.00934862,0.0261575,45.83594
GEOM60a.col,60,339,61,Xa,cache,fixed-width,x,False,False,16785,100745.0,Cadical,OPTIMAL,50,0.0311671,0.849136,0.880303,75.64844
GEOM60b.col,60,366,63,Xa,cache,fixed-width,x,False,False,18465,110083.0,Cadical,OPTIMAL,41,0.0353183,0.847618,0.882936,76.0
GEOM70.col,70,267,44,Xa,cache,fixed-width,x,False,False,13386,67287.0,Cadical,OPTIMAL,38,0.0230605,0.0667425,0.089803,46.15234
GEOM70a.col,70,459,72,Xa,cache,fixed-width,x,False,False,24492,154286.0,Cadical,OPTIMAL,61,0.0536557,4.40949,4.46315,90.01953
GEOM70b.col,70,488,76,Xa,cache,fixed-width,x,False,False,26033,168439.0,Cadical,OPTIMAL,47,0.0509763,3.17863,3.22961,86.9375
GEOM80.col,80,349,54,Xa,cache,fixed-width,x,False,False,19670,103928.0,Cadical,OPTIMAL,41,0.0327565,0.100978,0.133734,70.90625
GEOM80a.col,80,612,79,Xa,cache,fixed-width,x,False,False,31584,215031.0,Cadical,OPTIMAL,63,0.0635849,8.67134,8.73493,95.91406
GEOM80b.col,80,663,98,Xa,cache,fixed-width,x,False,False,40657,281890.0,Cadical,OPTIMAL,60,0.0915307,5.49679,5.58832,108.21094
GEOM90.col,90,441,54,Xa,cache,fixed-width,x,False,False,22724,123732.0,Cadical,OPTIMAL,46,0.0387717,0.174543,0.213315,75.16016
GEOM90a.col,90,789,80,Xa,cache,fixed-width,x,False,False,37129,265820.0,Cadical,OPTIMAL,63,0.0878541,11.4258,11.5137,114.83594
GEOM90b.col,90,860,109,Xa,cache,fixed-width,x,False,False,52158,388174.0,Cadical,OPTIMAL,69,0.149804,63.5026,63.6524,132.25781
c21_1_d1.col,21,105,8,Xa,cache,fixed-width,x,False,False,315,1323.0,Cadical,OPTIMAL,7,0.000721035,0.00598256,0.0067036,45.90234
c21_1_d2.col,21,105,8,Xa,cache,fixed-width,x,False,False,315,1323.0,Cadical,OPTIMAL,7,0.00069301,0.00406275,0.00475576,45.90234
c21_2_d1.col,21,105,11,Xa,cache,fixed-width,x,False,False,462,3024.0,Cadical,OPTIMAL,9,0.00135084,0.00264919,0.00400003,45.90234
c21_2_d2.col,21,105,11,Xa,cache,fixed-width,x,False,False,462,3024.0,Cadical,OPTIMAL,9,0.00127766,0.00324942,0.00452709,46.02344
c21_3_d1.col,21,105,8,Xa,cache,fixed-width,x,False,False,315,1323.0,Cadical,OPTIMAL,7,0.000690272,0.00422002,0.0049103,45.59766
c21_3_d2.col,21,105,8,Xa,cache,fixed-width,x,False,False,315,1323.0,Cadical,OPTIMAL,7,0.000753828,0.00594632,0.00670015,45.96484
c21_4_d1.col,21,105,11,Xa,cache,fixed-width,x,False,False,462,3024.0,Cadical,OPTIMAL,9,0.00120709,0.00281808,0.00402517,45.83984
c21_4_d2.col,21,105,11,Xa,cache,fixed-width,x,False,False,462,3024.0,Cadical,OPTIMAL,9,0.00130382,0.00336409,0.00466791,45.89844
c21_5_d1.col,21,105,8,Xa,cache,fixed-width,x,False,False,315,1323.0,Cadical,OPTIMAL,7,0.000659782,0.00438837,0.00504815,45.35156
c21_5_d2.col,21,105,8,Xa,cache,fixed-width,x,False,False,315,1323.0,Cadical,OPTIMAL,7,0.000707934,0.00611198,0.00681992,46.02734
c21_6_d1.col,21,105,11,Xa,cache,fixed-width,x,False,False,462,3024.0,Cadical,OPTIMAL,9,0.00130626,0.00277097,0.00407724,45.83594
c21_6_d2.col,21,105,11,Xa,cache,fixed-width,x,False,False,462,3024.0,Cadical,OPTIMAL,9,0.00149647,0.00374479,0.00524126,45.77734
c21_7_d1.col,21,105,8,Xa,cache,fixed-width,x,False,False,315,1323.0,Cadical,OPTIMAL,7,0.000690872,0.00591877,0.00660964,46.01172
c21_7_d2.col,21,105,8,Xa,cache,fixed-width,x,False,False,315,1323.0,Cadical,OPTIMAL,7,0.000550935,0.00473487,0.0052858,45.96484
c21_8_d1.col,21,105,11,Xa,cache,fixed-width,x,False,False,462,3024.0,Cadical,OPTIMAL,9,0.000875835,0.00239774,0.00327357,45.47656
c21_8_d2.col,21,105,11,Xa,cache,fixed-width,x,False,False,462,3024.0,Cadical,OPTIMAL,9,0.00133976,0.00358275,0.00492252,45.71484
c55_1_d1.col,55,362,8,Xa,cache,fixed-width,x,False,False,825,4161.0,Cadical,OPTIMAL,7,0.0020938,0.00620582,0.00829962,46.02734
c55_2_d2.col,55,362,8,Xa,cache,fixed-width,x,False,False,825,4161.0,Cadical,OPTIMAL,7,0.00205729,0.00515054,0.00720784,45.35156
GEOM100.col,100,547,64,1L,,,y,False,False,6400,42908.0,Cadical,OPTIMAL,50,0.0118732,0.30764,0.319513,62.46094
GEOM100a.col,100,992,91,1L,,,y,False,False,9100,101972.0,Cadical,OPTIMAL,66,0.0291199,187.44,187.469,133.08594
GEOM100b.col,100,1050,121,1L,,,y,False,False,12100,144250.0,Cadical,OPTIMAL,71,0.0422577,60.6428,60.685,107.24609
GEOM110.col,110,638,64,1L,,,y,False,False,7040,49522.0,Cadical,OPTIMAL,50,0.0156921,0.409441,0.425133,64.21875
GEOM110a.col,110,1207,109,1L,,,y,False,False,11990,148063.0,Cadical,OPTIMAL,69,0.0425122,209.572,209.614,143.8125
GEOM110b.col,110,1256,121,1L,,,y,False,False,13310,170236.0,Cadical,OPTIMAL,77,0.0537552,270.172,270.226,143.00781
GEOM120.col,120,773,73,1L,,,y,False,False,8760,66989.0,Cadical,OPTIMAL,59,0.0192098,1.31598,1.33519,68.94531
GEOM120a.col,120,1434,109,1L,,,y,False,False,13080,172746.0,Cadical,OPTIMAL,82,0.0605796,176.81,176.87,135.80859
GEOM120b.col,120,1491,123,1L,,,y,False,False,14760,203073.0,Cadical,OPTIMAL,83,0.0610027,2748.58,2748.64,275.66406
GEOM20.col,20,20,24,1L,,,y,False,False,480,1040.0,Cadical,OPTIMAL,21,0.00053601,0.000854488,0.0013905,46.05078
GEOM20a.col,20,37,24,1L,,,y,False,False,480,1468.0,Cadical,OPTIMAL,20,0.000678629,0.00147642,0.00215505,45.92578
GEOM20b.col,20,32,16,1L,,,y,False,False,320,912.0,Cadical,OPTIMAL,13,0.000492159,0.000367737,0.000859896,45.85547
GEOM30.col,30,50,33,1L,,,y,False,False,990,2820.0,Cadical,OPTIMAL,28,0.00119867,0.00235036,0.00354904,45.36719
GEOM30a.col,30,81,32,1L,,,y,False,False,960,3732.0,Cadical,OPTIMAL,27,0.00153523,0.00308079,0.00461602,45.98828
GEOM30b.col,30,81,27,1L,,,y,False,False,810,3057.0,Cadical,OPTIMAL,26,0.000905038,0.00108569,0.00199073,45.5
GEOM40.col,40,78,33,1L,,,y,False,False,1320,4134.0,Cadical,OPTIMAL,28,0.00187815,0.00338387,0.00526202,45.36719
GEOM40a.col,40,146,50,1L,,,y,False,False,2000,9860.0,Cadical,OPTIMAL,37,0.00271245,0.0164561,0.0191685,45.375
GEOM40b.col,40,157,40,1L,,,y,False,False,1600,8200.0,Cadical,OPTIMAL,33,0.00238654,0.0132236,0.0156101,45.5625
GEOM50.col,50,127,36,1L,,,y,False,False,1800,6822.0,Cadical,OPTIMAL,28,0.00292562,0.00313739,0.00606301,45.375
GEOM50a.col,50,238,61,1L,,,y,False,False,3050,18168.0,Cadical,OPTIMAL,50,0.00708847,0.249282,0.25637,57.375
GEOM50b.col,50,249,54,1L,,,y,False,False,2700,17146.0,Cadical,OPTIMAL,35,0.00805274,0.0556435,0.0636962,45.92578
GEOM60.col,60,185,36,1L,,,y,False,False,2160,9060.0,Cadical,OPTIMAL,33,0.00414197,0.00544033,0.0095823,45.42969
GEOM60a.col,60,339,61,1L,,,y,False,False,3660,25059.0,Cadical,OPTIMAL,50,0.00723792,0.235269,0.242507,58.80469
GEOM60b.col,60,366,63,1L,,,y,False,False,3780,28218.0,Cadical,OPTIMAL,41,0.00960945,0.398175,0.407784,58.48438
GEOM70.col,70,267,44,1L,,,y,False,False,3080,15318.0,Cadical,OPTIMAL,38,0.00495183,0.0148828,0.0198346,45.4375
GEOM70a.col,70,459,72,1L,,,y,False,False,5040,38928.0,Cadical,OPTIMAL,61,0.0175676,1.77803,1.7956,63.14062
GEOM70b.col,70,488,76,1L,,,y,False,False,5320,44508.0,Cadical,OPTIMAL,47,0.0118988,1.24455,1.25644,62.63281
GEOM80.col,80,349,54,1L,,,y,False,False,4320,24286.0,Cadical,OPTIMAL,41,0.0100929,0.0323753,0.0424682,45.73828
GEOM80a.col,80,612,79,1L,,,y,False,False,6320,56028.0,Cadical,OPTIMAL,63,0.0252276,4.33245,4.35768,69.65625
GEOM80b.col,80,663,98,1L,,,y,False,False,7840,75934.0,Cadical,OPTIMAL,60,0.025791,2.65911,2.6849,68.89844
GEOM90.col,90,441,54,1L,,,y,False,False,4860,29484.0,Cadical,OPTIMAL,46,0.0101623,0.0689619,0.0791242,45.3125
GEOM90a.col,90,789,80,1L,,,y,False,False,7200,71940.0,Cadical,OPTIMAL,63,0.0203809,5.00183,5.02221,71.96484
GEOM90b.col,90,860,109,1L,,,y,False,False,9810,107240.0,Cadical,OPTIMAL,69,0.0313443,20.8798,20.9111,87.72266
c21_1_d1.col,21,105,8,1L,,,y,False,False,168,1050.0,Cadical,OPTIMAL,7,0.000415931,0.00237285,0.00278879,45.37109
c21_1_d2.col,21,105,8,1L,,,y,False,False,168,1050.0,Cadical,OPTIMAL,7,0.000455248,0.00211937,0.00257462,45.4375
c21_2_d1.col,21,105,11,1L,,,y,False,False,231,1449.0,Cadical,OPTIMAL,9,0.000624585,0.00337777,0.00400235,45.86328
c21_2_d2.col,21,105,11,1L,,,y,False,False,231,1449.0,Cadical,OPTIMAL,9,0.00059905,0.00342851,0.00402756,45.91797
c21_3_d1.col,21,105,8,1L,,,y,False,False,168,1050.0,Cadical,OPTIMAL,7,0.000421455,0.00222967,0.00265112,45.36719
c21_3_d2.col,21,105,8,1L,,,y,False,False,168,1050.0,Cadical,OPTIMAL,7,0.000417061,0.00223529,0.00265235,45.4375
c21_4_d1.col,21,105,11,1L,,,y,False,False,231,1449.0,Cadical,OPTIMAL,9,0.000602994,0.00321473,0.00381773,46.05078
c21_4_d2.col,21,105,11,1L,,,y,False,False,231,1449.0,Cadical,OPTIMAL,9,0.000411056,0.00245477,0.00286583,44.86719
c21_5_d1.col,21,105,8,1L,,,y,False,False,168,1050.0,Cadical,OPTIMAL,7,0.00041019,0.00224952,0.00265971,45.92578
c21_5_d2.col,21,105,8,1L,,,y,False,False,168,1050.0,Cadical,OPTIMAL,7,0.000422483,0.00207755,0.00250003,46.05078
c21_6_d1.col,21,105,11,1L,,,y,False,False,231,1449.0,Cadical,OPTIMAL,9,0.000609887,0.00334231,0.0039522,45.42969
c21_6_d2.col,21,105,11,1L,,,y,False,False,231,1449.0,Cadical,OPTIMAL,9,0.000677943,0.00312835,0.00380629,45.4375
c21_7_d1.col,21,105,8,1L,,,y,False,False,168,1050.0,Cadical,OPTIMAL,7,0.000408219,0.00212152,0.00252974,45.36719
c21_7_d2.col,21,105,8,1L,,,y,False,False,168,1050.0,Cadical,OPTIMAL,7,0.000416314,0.00216338,0.00257969,45.6875
c21_8_d1.col,21,105,11,1L,,,y,False,False,231,1449.0,Cadical,OPTIMAL,9,0.000595675,0.00315092,0.00374659,45.4375
